xpos,ypos,xvel,yvel
-14.821,-12.887,5.3105,-6.2557
-11.077,-10.484,6.3042,-1.2638
-26.74,4.8019,-162.75,135.11
-72.445,29.927,-415.12,226.79
-94.669,51.65,-191.04,193.63
-78.134,63.615,97.675,129.47
-56.476,59.249,42.728,-19.649
-17.162,16.261,-5.7249,-11.832
-7.218,3.5586,34.608,-31.332
-0.86311,-3.5427,46.051,-66.734
4.8678,-8.2757,3.7597,-11.247
-3.4777,-5.1828,-76.255,35.804
-10.931,-4.4,-50.618,-3.6185
-13.142,-6.2649,9.7064,-24.951
-12.905,-10.112,-10.14,-17.331
-11.46,-11.619,-10.183,9.7137
-3.2948,-12.461,69.963,-18.349
-8.4981,-13.472,-36.37,-41.192
-8.1949,-13.782,4.4437,-19.889
-4.0959,-17.582,22.856,-39.316
-13.744,-19.834,-67.864,-21.286
-17.943,-12.8,-13.806,22.951
-25.516,-7.765,-18.861,32.325
-13.375,-2.9614,96.959,-2.3791
31.738,3.6941,356.23,112.64
78.409,13.624,443.42,53.018
88.535,2.9052,85.148,-84.308
66.85,-6.3423,-106.13,-56.024
1.4917,-1.6884,-34.43,-5.4051
-10.597,-2.1714,-33.809,-47.575
-14.731,-0.84448,-22.368,1.9574
-13.826,-3.0491,4.0227,-21.994
-9.2452,-7.8176,29.571,-53.866
-15.097,-2.5673,-94.774,29.98
-26.717,-3.9952,-106.08,13.483
-21.871,-1.8879,43.061,15.004
-14.342,0.5115,78.235,30.284
-4.782,-3.0967,27.426,-31.495
-2.5992,-11.637,-22.441,-31.737
1.7658,-8.5114,26.667,48.122
-4.9047,-7.2226,-22.407,7.3516
-12.427,-1.2292,-48.512,16.235
-11.532,4.9003,-10.136,58.326
-8.5917,12.132,22.404,86.395
-9.3666,15.479,-31.161,67.78
-13.526,17.435,-27.927,61.721
-15.339,33.811,-13.741,224.3
7.8265,80.751,255.64,460.19
14.22,97.127,51.276,156.26
14.386,79.247,-32.465,-81.294
-1.5162,19.155,17.486,3.206
-5.7308,11.265,-38.834,6.5565
-5.5342,6.8529,-17.087,-37.316
-6.0746,-3.2153,15.851,-94.984
-6.942,-5.4841,-31.422,25.25
-17.559,-1.2289,-108.26,32.223
-19.965,-1.1784,-34.157,1.5356
-17.532,1.3632,13.044,9.4438
-15.491,-0.70204,1.8627,32.267
-14.441,-3.0675,-23.983,-28.314
-15.498,-11.125,20.216,-45.5
-8.3175,-15.406,45.426,-35.267
-12.292,-15.602,-13.412,-3.9499
-15.288,-11.872,15.362,-12.657
-9.9716,-11.396,43.418,-13.153
-4.1964,-8.9015,22.144,26.099
-4.1572,-8.8044,-1.0716,18.934
0.3763,-10.393,62.962,-23.923
-4.4533,-14.578,15.563,-23.613
-7.2707,-6.3343,-4.4359,64.131
10.507,25.542,250.93,272.4
63.126,60.567,533.91,254.69
81.19,53.435,126.37,-83.287
73.355,32.559,-26.128,-134.18
2.714,-0.24694,-12.736,-24.8
-2.7698,-2.4557,30.184,4.8063
7.6906,3.3721,84.93,62.216
11.109,7.0598,53.742,29.612
9.3281,6.6298,16.586,-26.813
3.1059,-3.0795,-13.986,-51.236
-2.7533,-14.123,3.0735,-57.772
-0.57664,-19.552,36.76,2.5854
1.4698,-19.485,17.867,6.4078
-1.0166,-17.165,-11.835,23.797
-0.8912,-13.302,23.621,-8.2773
-5.0576,-6.0593,-8.2357,13.445
-13.583,-1.7414,-61.16,14.539
-15.256,-1.7015,-3.3644,53.182
-12.003,9.3086,37.259,127.97
-16.502,32.467,-12.871,217.3
-22.5,81.483,-47.704,456.61
-31.329,105.47,-46.788,264.94
-31.964,87.233,-30.427,-41.075
-8.8769,9.3103,18.774,-19.261
-7.0152,-0.50444,-24.468,21.907
-7.1559,1.8822,5.6614,22.452
-15.289,2.48,-51.424,-19.262
-23.104,3.1437,-48.826,9.143
-18.422,-2.6191,28.888,-32.448
-16.983,-8.832,25.601,-51.43
-18.113,-15.24,-44.322,-49.658
-12.558,-17.371,20.012,6.0488
-5.4625,-11.478,46.322,13.978
-2.0572,-13.524,20.268,-35.9
-2.1711,-19.401,28.311,-65.848
4.3744,-23.185,51.694,-46.713
6.3283,-21.043,31.849,33.917
2.3203,-10.434,-16.622,86.922
7.523,2.1515,91.978,106.02
28.971,38.61,266.73,289.57
55.57,60.884,306.38,142.01
77.183,48.588,201.73,-77.876
71.34,40.178,67.852,20.278
7.7973,11.733,6.3977,-9.1083
2.1833,3.6864,-10.927,-68.572
-3.3457,-6.7169,-58.28,-64.483
-7.5424,-8.9561,-4.6619,-0.68204
-14.21,-0.44733,-15.026,44.531
-10.501,0.82384,24.22,11.457
-1.9202,2.414,34.453,1.3838
-2.0934,3.0897,-15.554,-3.1603
3.4981,-2.2226,77.251,-14.2
8.2229,-0.6925,52.022,8.3773
-4.6074,-3.3057,-87.743,9.2642
-2.1666,-8.4948,5.7697,-37.355
-1.8541,-6.593,94.712,27.608
-8.0524,-2.302,17.67,60.452
-4.6247,1.0332,26.419,17.859
-2.0229,-0.81117,9.3639,-9.4394
-1.1183,-10.864,28.646,-19.538
-11.74,-7.5097,-45.991,81.211
1.7422,10.536,102.68,167.89
41.623,44.986,432.66,331.35
86.161,74.435,458.03,258.1
88.62,67.092,58.376,-16.157
86.721,48.729,54.375,-66.124
2.2875,5.7143,-36.199,-42.601
-5.4433,-1.2292,-7.4464,-14.056
-8.0067,-3.8453,-23.018,-21.344
-4.3187,-10,50.705,-68.043
-2.4792,-5.0405,-8.5778,62.588
-14.138,5.9863,-83.254,86.855
-23.187,11.525,-70.11,16.175
-25.581,8.7682,-13.838,-31.543
-21.549,-2.1518,37.867,-42.834
-23.586,-9.2957,-95.399,-48.031
-26.632,-13.432,-47.562,-39.33
-17.676,-19.92,29.422,-15.087
-13.848,-20.247,-0.26673,5.1933
-10.791,-9.8138,-0.60692,17.851
-6.6013,-11.816,37.336,-37.273
-6.471,-11.989,28.27,3.5727
-3.6045,-14.502,-7.5493,-13.649
6.9101,-16.524,85.756,-44.12
16.351,-22.575,125.69,-96.955
52.248,-24.342,408.78,-21.257
92.545,-26.246,390.31,-62.549
96.716,-29.719,102.13,-78.333
77.438,-29.895,-26.767,-29.493
1.6626,1.0276,-8.2518,25.955
-9.9291,6.6368,-20.53,-47.017
-10.859,-1.4247,-17.305,-87.515
-10.419,-8.5068,11.483,-50.5
-9.7481,-12.121,-4.9727,-21.99
-14.463,-3.5579,-35.95,34.975
-13.008,3.26,27.809,5.3239
-16.741,1.48,-27.292,-31.101
-17.917,-2.2832,-26.282,-9.744
-10.527,-8.8159,20.721,-51.398
-13.918,-9.7244,-23.503,-13.034
-11.382,-10.839,31.429,6.4069
-12.051,-10.405,1.1227,25.753
-10.302,-14.343,7.8571,-19.879
-8.6941,-17.455,18.687,-65.376
-9.3265,-25.482,21.552,-115.34
-14.654,-25.513,-0.40759,-59.726
-14.287,-23.179,16.365,-68.135
13.371,-38.169,278.87,-202.01
50.503,-73.32,315.93,-311.29
64.655,-92.132,171.62,-143.36
66.016,-78.457,64.47,64.61
7.0937,-14.299,5.0211,13.861
-9.7805,-0.50649,-40.551,25.839
-15.66,3.6686,-42.71,42.383
-14.49,-1.5867,-14.347,-58.278
-9.5687,-10.433,18.942,-80.132
-7.5694,-15.956,-13.048,-24.617
-10.987,-12.615,-39.329,33.967
-8.6485,-7.605,13.769,-6.7408
-9.1397,-14.337,-1.2324,-83.354
-8.7794,-12.688,-19.292,20.134
3.9476,-7.364,86.553,55.551
8.9724,-5.1978,48.253,3.9656
2.6301,-0.73064,-17.944,4.6096
-0.2402,-0.58535,-13.157,4.7352
-4.9505,-3.4462,-4.4737,-25.371
-10.717,1.7217,-23.99,47.012
-11.943,7.8275,9.5042,88.25
-13.44,7.2628,21.692,37.458
-4.2588,28.796,66.066,236.38
13.384,71.559,164.83,408.8
18.677,93.4,25.737,198.38
6.0031,87.661,-70.741,6.6897
-0.52161,12.358,43.697,-41.888
2.3612,-5.5001,50.484,-57.806
-5.397,-16.694,-92.253,-40.325
0.59678,-15.6,63.629,11.904
7.2938,-4.3025,88.611,88.938
-0.91005,1.6603,-56.571,50.889
0.30312,5.248,18.676,25.965
3.3817,13.675,-11.703,85.933
1.1445,11.254,48.051,11.335
0.50315,-0.32022,20.928,-57.046
-6.1871,-2.9178,-26.367,63.712
-0.75559,1.8203,55.498,100.83
0.70394,10.253,11.257,76.137
-9.5958,17.73,-47.539,24.382
-12.269,12.967,-15.584,-3.4672
-18.457,10.119,-38.556,23.777
-28.811,11.323,-81.128,28.716
-26.697,6.3928,-9.2557,15.671
-16.282,2.3647,38.75,78.057
-21.213,24.103,-149.33,275.18
-39.434,75.214,-179.55,485.34
-48.725,99.608,-65.675,197.68
-54.176,92.167,-2.398,-35.158
-16.675,14.887,1.0056,-68.74
-10.279,-2.1101,8.1181,-39.513
-13.219,-5.9913,-34.356,-14.846
-12.141,-0.48889,12.281,26.176
-19.176,3.079,-37.737,11.244
-18.155,2.1928,-12.814,5.071
-19.775,6.6734,-52.953,33.691
-23.835,5.262,-64.56,-15.233
-20.333,0.94281,-16.331,19.404
-16.046,-0.51664,18.872,-31.374
-4.438,-9.4626,28.71,-71.769
-1.3055,-16.33,-18.652,-74.55
-11.017,-21.884,-42.856,-53.704
-19.156,-20.615,-48.131,-1.136
-14.274,-16.647,35.977,17.764
-10.596,-10.899,16.871,22.836
-15.621,0.31614,-26.797,49.719
-8.4968,-0.1695,60.304,30.139
-11.327,1.5961,5.1565,4.1112
-12.474,-11.258,-1.814,-43.216
-8.7371,-20.57,9.0341,-51.24
-18.733,-27.388,-121.71,-107.66
-54.77,-41.56,-347.41,-208.34
-77.896,-66.497,-186.12,-232.03
-67.751,-85.174,98.279,-182.11
-10.552,-19.158,17.295,3.18
-3.9426,-5.1675,40.987,-14.902
1.1061,-2.54,48.399,11.18
1.1449,-1.4705,8.2786,-16.261
0.5543,-4.2333,-12.094,-27.396
-2.3349,-6.6825,-23.012,-1.199
1.6446,-4.3715,37.652,9.2169
4.9327,-7.058,54.515,-58.792
3.0431,-7.4581,-22.724,1.8066
-3.8325,-4.6382,-14.863,5.5915
-10.828,-3.176,-28.686,-15.38
-15.396,-9.5871,-51.125,-59.868
-17.423,-14.668,-8.5075,-2.0842
-19.034,-9.4897,8.8332,42.971
-21.293,0.27309,-8.4637,49.091
-20.414,7.0729,-44.574,27.461
-14.439,6.7797,-42.908,8.7705
-21.151,-1.7792,-84.451,-25.335
-48.455,-5.3496,-295.33,0.17331
-101.71,-12.655,-507.19,-23.162
-115.88,-15.32,-115.18,-31.483
-101.26,-15.123,103.06,-6.6142
-18.091,-4.1879,0.41714,-8.1563
-9.4222,-3.3312,23.681,-33.808
-10.122,4.4813,20.523,24.881
-11.113,9.7721,6.7411,30.842
-7.6004,5.9468,-0.94707,-38.215
-4.5238,0.64237,-0.61259,-31.837
-4.9323,0.74512,20.482,13.921
-0.26867,-4.0595,42.762,-12.217
0.60045,-14.174,11.181,-99.075
-3.1201,-20.001,-25.064,-46.208
-5.2197,-13.543,-12.457,28.7
-9.4645,-15.452,-25.763,-19.806
-13.541,-5.0758,15.589,50.385
-15.845,6.2895,-2.8306,78.17
-13.116,5.556,-16.036,-10.54
-15.66,-5.5273,-34.977,-30.303
-16.027,3.8552,58.056,112.3
6.2549,43.63,237.49,401.38
31.924,80.878,205.96,268.37
36.988,72.164,-3.7466,-73.573
25.862,57.706,-11.71,-48.273
-4.6617,13.559,-33.438,-37.141
-7.6419,-0.96283,3.3741,-77.947
-7.7796,-7.0979,8.9513,-35.571
-18.337,-3.1719,-76.172,38.479
-18.722,-1.0837,-6.2546,28.397
-17.891,2.4531,8.2694,-3.8399
-16.035,1.0862,-0.34378,-7.2827
-6.5349,-2.6316,22.747,-18.025
-8.273,-1.5384,-13.867,23.929
-15.529,7.1328,-57.254,77.808
-16.384,2.3919,5.8248,-30.244
-10.287,-8.0687,41.12,-52.443
-7.5512,-11.836,33.817,14.828
-7.9963,-6.2159,5.1051,28.289
-14.99,-2.103,-54.73,22.502
-16.753,-12.198,-47.051,-53.229
-23.692,-16.303,-40.786,-41.146
-29.677,-17.491,-63.546,-77.847
-62.667,-31.002,-356.4,-200.54
-79.858,-53.083,-191.82,-216.86
-76.332,-66.095,21.819,-87.039
-64.111,-57.211,98.316,18.054
-11.006,-11.223,29.858,-13.088
-0.54178,-1.2745,84.711,38.319
-1.6981,6.0128,2.0721,12.855
-4.489,-0.43457,-28.078,-58.199
-6.1279,0.35188,-31.273,-12.853
-7.1451,-3.7508,-26.053,-54.6
-9.5557,-8.0621,-3.7367,-23.503
-4.5386,-16.755,24.225,-71.738
-1.8746,-18.415,15.301,-29.126
-1.6463,-12.075,-17.354,51.133
-0.1846,-5.8741,-31.267,15.625
-2.3635,-4.8273,-2.5012,-21.786
-3.3569,-3.0291,-6.4364,-5.5108
-3.0191,-2.7318,25.495,-31.549
-2.9198,-9.0494,11.744,-82.668
-7.9479,-12.915,-67.438,2.6621
-14.753,-4.5967,-31.844,107.41
-16.71,4.624,-13.236,87.535
-6.8242,20.48,116.78,158.93
12.801,62.78,211.82,420.16
23.511,105.75,126.58,306.42
27.571,104.06,16.951,13.737
19.125,84.554,21.615,-24.002
-4.6269,10.919,23.345,-50.107
-0.94594,-0.3066,96.444,-9.4183
12.832,-4.8013,115.09,-56.946
17.555,-7.2704,15.422,-42.553
7.8813,-2.7146,-84.357,-17.287
-3.2566,-3.0527,-22.321,-13.021
-4.3155,-5.5442,39.984,-31.427
-9.2786,-9.0198,-21.329,-32.081
-13.93,-10.239,-47.311,-11.163
-14.76,-11.167,-12.742,-2.81
-12.733,-7.0468,33.356,21.57
-4.7428,-3.9524,39.026,16.219
-1.6133,-2.3882,-7.4178,18.001
-1.7227,-0.64609,3.9425,25.594
-4.257,-6.0905,-21.651,-14.896
3.2579,-9.2976,79.037,-8.548
13.537,-15.45,98.023,-34.114
16.53,-18.864,57.149,-42.836
13.029,-11.735,38.772,78.672
17.231,12.346,124.42,166.87
31.691,44.119,215,291.45
53.616,67.187,264.26,174.45
52.873,66.162,54.45,-0.49329
50.646,49.941,47.268,-51.71
-1.6619,11.716,-26.112,-2.6105
-6.2731,2.6374,64.337,-11.176
1.4735,3.244,35.869,7.6298
-0.7735,2.9316,-30.524,-28.109
-3.2847,-7.2035,-31.839,-93.577
-7.6897,-16.495,-17.092,-61.435
-16.801,-14.91,-36.522,37.138
-20.15,-6.988,-28.712,49.568
-23.231,-4.0536,-48.451,-3.938
-14.145,-5.4806,55.647,-1.4143
0.76147,-9.0634,82.112,-31.08
-5.401,-9.6478,-76.853,-0.23343
-6.8163,-6.5863,11.068,22.558
-4.8338,-3.411,1.9354,63.833
-13.202,1.263,-25.259,15.943
-16.18,-2.3721,-19.971,-37.061
-22.2,0.30609,-31.798,31.509
-32.833,12.578,-75.347,110.2
-34.383,14.831,-91.458,46.264
-41.409,15.254,-86.735,71.397
-49.838,18.052,-222,90.237
-71.082,27.42,-273.3,155.41
-82.569,38.837,-121.22,128.51
-81.267,28.244,-87.384,-68.055
-17.694,3.8272,10.114,-21.718
-12.375,-0.90813,-35.939,-1.6858
-20.551,-8.299,-79.866,-75.453
-19.774,-12.349,-7.8808,-25.436
-19.285,-7.4683,14.333,29.607
-25.396,-1.029,-58.979,32.037
-18.823,0.88138,20.11,-30.004
-11.211,-4.87,50.14,-39.297
-10.447,-6.4202,33.048,7.1567
-9.1023,-7.881,12.555,-29.547
-10.717,-6.5935,-27.818,-23.996
-16.093,1.972,-22.447,64.8
-21.821,0.15868,-54.353,8.5844
-20.763,-3.3692,25.739,-10.229
-9.7575,-8.3796,79.414,-35.761
1.8225,-21.639,114.69,-118.21
43.511,-49.849,386.71,-233.07
73.268,-68.179,266.95,-159.24
64.126,-67.208,-21.263,-54.455
46.523,-61.465,-25.627,-50.621
-0.41383,-8.7804,-23.924,25.734
-8.2614,-0.90905,-32.108,-12.302
-6.5828,-0.54094,22.175,-8.4315
0.23945,-4.2938,41.295,-38.169
-5.0114,-7.9075,-78.259,-12.164
-15.791,-6.7402,-116.85,5.6371
-22.868,-4.68,-47.929,15.095
-31.614,1.5219,-51.82,78.484
-34.033,7.0733,-33.226,43.148
-31.083,8.2994,-15.046,26.551
-24.498,2.3983,15.645,-50.337
-23.408,-4.219,-42.852,-39.404
-17.774,-0.50262,-2.1613,54.657
-17.029,2.8795,-15.487,43.095
-20.007,4.7562,-51.815,33.281
-21.949,6.6459,-39.257,45.704
-21.801,-0.34689,-23.34,-4.295
-22.365,-4.6838,-26.83,-4.7089
-4.9721,-0.41344,141.9,56.966
44.827,13.596,451.5,106.11
95.895,13.22,478.68,-39.239
104.97,0.0011724,108.46,-118.56
96.193,-6.0845,-34.07,-64.59
2.1549,-4.4633,-67.583,-39.778
-6.4051,-4.8497,25.597,-12.03
-5.0343,-1.1919,17.609,8.1467
-14.095,3.4272,-26.928,29.031
-15.391,7.033,2.0591,31.469
-14.219,6.3904,-16.907,-14.066
-13.419,0.25762,-27.003,-7.9305
-11.323,-11.593,45.729,-66.233
-9.6018,-21.787,-1.1581,-68.938
-4.7919,-24.357,49.688,7.5784
-6.0879,-20.356,35.362,39.981
-4.4292,-11.746,-3.646,42.293
-5.144,-5.2809,-8.7514,16.966
-12.825,0.75297,-36.903,30.929
-22.593,9.3884,-53.537,67.47
-23.605,14.829,-25.151,41.982
-26.734,7.6623,-72.307,-7.6562
-34.845,9.662,-127.9,67.651
-60.294,23.024,-278.31,204.98
-90.943,41.796,-313.91,214.66
-99.287,53.121,-125.12,111.64
-88.527,50.077,24.17,7.2279
-15.013,8.2295,52.208,-27.675
-7.0232,-0.17222,6.7303,-6.4502
-6.4945,-1.9577,9.9114,-0.31595
-0.95345,-3.4788,30.984,-23.708
0.21443,-3.2836,19.672,-21.018
6.3625,-9.1009,40.737,-45.69
2.0947,-17.94,-19.86,-82.788
-9.587,-19.586,-74.429,5.2479
-11.786,-19.239,-4.1454,-14.696
-12.737,-21.927,8.6417,-42.854
-7.6956,-17.372,41.247,-2.9007
-5.3193,-17.571,12.733,-15.693
-6.02,-10.803,26.482,16.473
-9.6969,-2.132,-27.34,33.158
-7.4416,-2.2531,23.338,-44.448
8.0301,-25.416,151.4,-179.97
31.795,-57.556,252.72,-304.45
41.091,-84.443,77.179,-230.07
41.118,-87.02,63.141,-43.135
3.6325,-13.864,-4.5537,25.137
-5.5713,-0.0083365,-33.99,-7.34
-3.4145,-3.1226,29.202,-63.658
-4.9082,-9.8808,-12.963,-48.73
-1.026,-11.536,30.583,-16.499
-4.3204,-5.054,-13.11,22.903
-3.6456,-0.020027,-4.2777,20.633
-4.725,-1.0757,-16.619,3.4192
-14.236,-4.774,-55.793,-27.59
-8.9127,-11.507,71.309,-32.433
2.1106,-8.5291,105.12,7.2739
2.5497,-9.0763,-8.9482,-21.056
-2.2398,-9.6795,-29.968,-1.5017
-3.4477,-9.081,8.3363,5.9146
-0.93224,-10.501,53.709,-36.883
-10.818,-20.091,-63.165,-142.32
-51.066,-52.925,-308.46,-363
-60.836,-83.75,-86.681,-221.14
-53.428,-87.357,64.298,-54.967
-46.938,-70.854,2.9212,2.0637
-12.028,-9.8628,-1.5847,26.225
-10.202,-5.5222,-1.1966,-34.412
-6.4549,-6.3265,29.654,-32.661
1.0999,-2.4653,31.398,16.025
7.3787,0.21858,47.122,16.047
7.5773,-1.7991,-4.9265,-1.7028
-3.507,0.79641,-64.122,22.282
-11.389,13.648,-43.598,82.125
-22.276,15.023,-65.666,-18.886
-26.058,-2.9929,-48.661,-136.66
-24.147,-16.672,-12.027,-77.585
-24.189,-23.774,-16.523,-20.751
-18.752,-16.442,-4.1971,44.807
-15.01,-5.5276,-22.279,45.331
-16.37,3.4981,-17.658,25.623
-13.869,2.9234,-2.1364,-31.24
-13.555,4.0203,4.9772,8.5864
-14.318,3.2025,-31.601,-15.719
9.1392,-20.8,192.55,-221.73
51.152,-59.482,368.78,-314.25
61.28,-69.911,72.212,-68.268
46.624,-61.379,-117.5,44.725
-7.1418,1.295,-32.663,60.842
-10.023,2.4238,47.019,-89.9
2.0879,-9.1791,88.154,-100.32
9.0862,-18.602,31.401,-45.055
1.5638,-15.65,-62.059,-4.9475
-3.6777,-8.3755,-4.1216,22.429
-17.726,1.1454,-57.136,56.627
-22.879,2.0785,-29.279,-2.7427
-18.218,2.4016,-0.96793,25.695
-13.419,-0.6117,31.441,9.9491
-10.127,-4.4967,30.282,-9.3891
-9.0215,-6.8558,-28.788,-48.346
-5.4538,-8.3413,21.695,3.8103
-1.3854,-13.086,14.574,-21.712
-8.5268,-20.101,-48.909,-66.177
-5.6581,-26.22,13.704,-55.581
1.6,-31.13,65.784,-48.334
14.754,-20.964,158.32,-13.952
53.08,-6.3131,431.38,48.707
90.673,-12.343,357.32,-47.853
89.334,-27.369,15.933,-127.96
74.922,-29.701,-42.277,-51.837
0.68268,-1.7594,-19.231,3.8879
-8.9926,7.8146,23.649,-10.587
-3.8246,9.3357,37.811,-10.46
-4.2622,2.0893,-8.8658,-67.554
-5.7148,-7.2834,-13.467,-100.76
-6.5872,-14.484,23.323,-40.911
-9.4088,-11.018,9.8857,-9.4653
-8.7348,-10.093,-0.17103,6.3831
-11.303,-8.4582,-31.28,0.031816
-12.348,-14.283,4.8112,-72.177
-10.374,-15.875,8.408,10.736
-10.391,-8.8332,-20.343,69.043
-6.5477,-3.4169,5.4889,25.541
-3.1268,-1.7307,16.867,1.459
-6.5964,-1.7565,-47.486,2.8053
-9.8674,1.6099,-41.978,39.969
-8.5978,5.8224,15.357,54.902
-6.3123,9.8781,4.5763,90.425
-5.1571,27.864,31.966,207.01
18.488,67.16,212.99,425.09
29.943,107.18,110.37,324.56
23.603,100.87,-34.078,11.135
13.88,74.597,-54.481,-103.69
-2.462,12.156,8.0143,-50.237
-4.6757,0.72033,-17.965,-49.623
-1.8888,2.0538,26.568,-16.438
3.6978,-2.4416,68.418,-65.868
-2.6022,-8.5758,-62.074,-63.026
-13.272,-9.0831,-59.076,-9.8029
-17.142,-0.20332,11.99,46.503
-15.569,11.705,46.066,85.242
-10.046,13.399,28.135,34.371
-16.15,4.8569,-69.088,-47.497
-9.914,3.8405,29.277,9.6936
0.36753,2.3831,52.12,41.612
0.58503,2.3554,0.61146,-0.7582
-1.2903,2.2184,-24.989,19.999
-7.1489,-1.6232,-23.629,9.6715
-7.4746,-7.2282,35.046,-38.241
-4.3439,-14.018,39.035,-45.651
-19.805,-8.3275,-169.49,25.224
-71.265,-2.2491,-478.13,33.51
-93.136,-2.9082,-181.25,-9.3715
-90.806,-5.6703,12.192,-25.634
-66.082,-5.9002,117.93,-24.072
-5.9075,-1.1485,41.492,-14.61
-3.6704,0.50539,-9.0076,-18.072
-11.373,-3.274,-71.419,-17.861
-14.576,-3.0969,-20.018,-5.7412
-24.272,-7.7137,-73.047,-64.791
-24.038,-10.914,-3.7738,-26.211
-9.8913,-10.772,66.485,-0.7005
-5.9288,-5.4624,19.798,28.383
-10.711,-0.19984,-29.099,27.959
-11.457,0.73553,-8.2409,26.079
-12.558,1.5101,30.249,-2.9037
-7.4265,-5.0468,15.52,-48.459
-8.6832,-9.7533,-3.0339,-33.276
-6.8298,-15.659,-6.9794,-19.925
-9.17,-14.616,-28.213,0.32338
-10.577,-8.832,-14.216,45.721
-7.8514,-0.19428,40.792,29.754
-15.795,-3.1719,-45.661,-39.227
-10.537,1.4238,3.8723,57.003
1.4746,35.158,77.804,395.1
20.919,81.279,170.61,426.37
31.667,87.558,123.43,60.831
34.446,72.676,94.561,-11.732
-5.9115,16.855,-17.771,9.1963
-11.806,13.637,17.163,6.6146
-3.5989,7.6531,74.056,-47.904
-0.62401,5.047,23.705,-37.33
-2.1299,3.9246,-3.7708,2.7768
-5.693,4.2715,-32.674,18.758
-12.727,2.2527,-24.603,22.476
-14.212,2.0435,-11.327,8.8279
-11.906,-3.164,32.06,-38.706
-10.504,-9.6606,3.9647,-18.84
-16.288,-0.55009,-32.91,62.313
-12.514,1.6192,-22.219,23.728
-11.617,6.859,-2.2469,29.808
-8.5922,7.9326,54.828,12.331
-1.7952,-0.97295,57.642,-17.731
-0.65915,-7.2893,-3.0203,-25.722
-3.678,-9.7875,-14.72,-21.99
-8.9889,-11.009,-13.106,18.473
3.3705,-15.339,132.19,-19.391
47.691,-7.9866,432.88,60.901
87.265,0.50248,352.67,76.534
99.312,-0.81815,116.76,-37.235
96.095,-2.2493,13.405,-24.559
3.0552,1.6588,-36.444,-10.053
-7.328,1.9328,14.859,-6.3871
-9.8622,2.8044,20.554,-12.385
-2.3907,-4.9245,41.33,-78.558
-0.052378,-9.7986,5.3203,-35.078
-2.4857,-8.0241,-44.951,14.803
-6.5693,-3.561,-4.4932,4.6399
-13.832,-0.45975,-35.072,48.767
-14.239,4.0254,-12.201,26.661
-10.685,-0.93839,6.3439,-19.872
-5.5475,-5.037,12.621,-20.299
-6.5027,-8.5051,24.18,9.5942
-5.8916,-4.218,12.926,22.603
-6.7994,-2.0973,11.398,18.129
-7.248,-4.2261,5.6526,-19.542
7.6336,-4.6002,148.21,-57.916
53.972,-13.996,375.32,-6.2999
82.068,-21.275,242.18,-97.38
76.494,-26.51,-20.966,-89.952
-0.16048,-4.5997,-57.745,28.721
-7.6272,-2.5452,20.022,-37.129
-8.9426,-5.9572,6.9428,-64.935
-8.6031,-5.8908,1.198,3.6651
-13.735,-2.177,-25.835,17.767
-10.261,-3.6971,11.323,-50.087
-11.216,-12.871,-33.494,-53.623
-9.111,-19.614,20.722,-39.118
-9.6952,-19.729,23.662,8.749
-6.722,-11.407,54.217,33.431
-2.3311,-0.67684,40.701,47.739
-5.271,-0.75773,-27.006,5.5096
-14.714,-3.8292,-54.774,9.99
-13.374,-5.5278,35.861,-5.367
-13.971,-7.8065,30.129,-31.316
-12.365,-17.635,-10.522,-87.658
-19.224,-29.412,-60.2,-102.38
-25.455,-25.757,-84.142,17.412
-51.998,-13.614,-337.19,35.948
-94.956,-8.664,-407.81,-1.0689
-107.93,-16.26,-103.29,-55.815
-102.13,-25.615,40.428,-69.888
-15.107,-3.1551,33.547,14.833
-5.1735,1.7762,13.493,-10.26
1.0326,-0.2755,34.856,-26.928
7.3092,-4.9368,39.588,-80.752
4.1508,-14.98,-42.103,-62.434
-3.0145,-9.8553,-67.168,17.736
-0.89649,-7.3358,14.737,19.06
-6.5444,-5.0982,19.231,-21.182
-6.8,-10.585,-8.5402,-45.836
-15.392,-13.896,-85.837,-31.747
-17.36,-9.2266,-3.0667,75.904
-10.615,-5.037,38.501,29.322
-9.5413,-7.4806,12.712,-26.319
-8.3557,-11.832,-34.128,-3.4323
-6.6208,-17.913,-57.894,-10.848
-16.37,-13.106,-75.182,36.692
-35.921,2.5538,-217.63,143.71
-68.351,34.65,-371.59,276.99
-93.66,51.377,-213.41,144.85
-95.996,45.472,-41.203,9.9866
-81.603,33.978,26.306,-1.1626
-21.477,10.487,-4.9602,28.077
-17.733,3.0158,-18.105,-21.277
-12.266,-2.3315,30.136,-17.933
-10.379,-5.174,4.9323,-22.907
-12.487,-6.5689,-14.82,-21.832
-9.7239,-4.0281,3.2389,20.753
-8.8618,-4.2767,-18.722,22.78
-4.6034,-2.6811,5.2468,-1.1116
-2.3587,-6.6541,-26.774,-27.516
-5.9476,-9.573,-7.0848,-1.3009
-7.6248,-8.4789,24.905,8.3405
-7.3465,-4.895,37.153,44.836
-4.0072,-5.4766,-10.48,2.8523
-8.6441,-1.6073,-27.411,0.85084
-14.395,8.5794,-27.813,67.657
-26.485,11.975,-61.62,15.366
-22.919,7.7993,6.547,-24.472
-29.401,11.469,-80.232,115.59
-56.195,27.511,-311.36,190.83
-81.274,47.518,-222.68,183.69
-84.22,54.599,-27.403,32.533
