xpos,ypos,xvel,yvel
-14.29,-19.474,-15.707,-40.809
-15.099,-20.552,-74.028,-32.857
-17.007,-13.779,-24.233,46.692
-19.538,-4.4282,-13.938,53.498
-23.319,-4.1348,-12.27,-12.197
-18.391,-2.8847,4.2997,27.264
-8.3837,14.759,81.107,192.5
12.627,56.464,231.4,431.86
37.613,91.333,273.24,251.21
37.654,91.26,43.144,24.028
33.784,82.799,-2.3504,17.194
-7.0406,18.97,-30.608,-26.97
-3.2571,1.1128,54.107,-66.234
-1.0301,-2.824,27.286,-22.812
-1.9364,7.7787,-3.6321,75.888
-8.3253,12.653,-7.1949,12.43
-8.7135,8.5311,22.571,-38.171
-11.474,1.9989,-17.746,-14.322
-9.6012,-5.1341,-21.82,-38.65
-8.4948,-8.6093,4.881,20.589
-14.575,-3.3006,-61.001,29.571
-18.436,-0.12238,-61.845,23.371
-16.692,2.3305,24.905,15.2
-17.935,-3.2074,-18.873,-38.035
-27.707,-7.7954,-56.061,-28.634
-21.375,-9.1082,29.736,25.289
-14.415,-4.8944,53.494,29.667
-13.75,1.6122,-29.428,31.319
-18.492,9.675,-55.337,19.821
-19.929,4.9251,-10.943,-18.892
-21.497,-2.1948,-35.516,-8.2712
-22.733,2.9191,-54.191,93.561
-36.008,15.877,-135.16,145.6
-63.077,28.77,-259.8,142.78
-73.904,36.057,-139.45,95.431
-70.624,35.341,-72.919,72.48
-68.524,29.005,-93.654,-62.516
-19.809,7.3685,3.3552,-12.693
-10.865,-0.55375,3.4872,-56.407
-2.9171,-4.795,58.304,-31.748
-3.8314,-6.7061,1.1676,-9.1817
-8.8797,-3.2091,-18.961,5.8001
-9.6357,0.62034,5.469,0.67261
-10.374,-1.9298,29.709,-35.993
-10.047,-4.2692,5.6619,-35.123
-8.6641,-1.4337,5.5193,-2.9069
-13.438,-0.075489,-12.989,29.466
-7.7698,-6.0891,48.678,-60.077
-5.2619,-6.1115,7.2935,-6.8175
-8.7085,-2.5134,-43.056,13.796
-10.928,-6.2374,-14.348,-38.304
-11.279,-11.072,17.579,-55.385
-10.462,-19.568,50.189,-15.371
-7.2313,-19.145,37.273,5.5569
6.5379,-14.779,109.86,6.6676
4.9874,-23.154,-71.933,-83.256
-32.048,-41.178,-323.37,-233.07
-54.6,-59.608,-153.01,-226.75
-44.737,-73.21,120.88,-119.04
-31.274,-76.544,91.459,-82.972
-4.8587,-17.855,24.103,-3.0519
-0.88015,-8.5522,23.186,-26.65
-7.8046,-10.677,-45.502,-23.718
-16.788,-7.0571,-43.029,18.607
-13.798,-7.2719,50.152,-24.295
-8.0206,-8.2174,35.149,-21.463
-5.3063,-5.2529,11.344,-0.5785
2.5114,-11.923,51.139,-56.725
1.2575,-15.165,-13.294,-22.359
-7.0608,-5.727,-46.18,71.061
-9.0402,-4.9275,7.1797,-32.358
-7.0268,-11.579,23.625,-50.89
-9.1095,-16.934,-33.508,-22.426
-9.218,-9.9258,4.4847,-10.028
-5.6837,-1.7583,29.926,50.997
1.2644,26.687,60.757,203.51
18.423,70.719,153.66,435.49
29.105,95.252,95.403,252.24
27.298,79.412,-32.29,-45.452
-5.8772,14.774,-20.83,6.6023
-5.3211,11.86,-6.8177,62.179
3.0062,21.005,91.479,63.067
6.2893,14.226,32.464,-72.854
-0.60009,5.172,-97.356,-21.44
-5.3314,7.337,-41.187,55.608
-9.889,0.77732,6.3275,1.3557
-3.9689,-0.32993,30.606,47.472
2.9144,5.8908,59.216,32.47
11.53,-4.4886,58.499,-87.039
8.4478,-9.1672,3.6741,-58.371
8.3333,-9.9049,-32.076,28.312
-0.47897,-9.669,-52.802,25.629
-12.888,-3.8772,-58.226,27.269
-20.283,4.9929,-38.222,85.246
-18.35,10.33,-38.937,57.45
-20.893,13.694,-22.089,28.44
-31.294,15.409,-71.589,9.4233
-19.498,6.4967,28.381,25.032
-12.931,15.837,-29.429,158.68
-35.628,45.694,-223.1,356.7
-55.791,86.203,-181.73,354.3
-53.873,89.692,38.607,41.072
-33.195,71.513,140.75,-64.271
-5.1936,6.183,61.949,-81.02
-1.7395,-3.324,32.724,-16.1
1.3524,-1.4968,41.321,5.0682
0.79792,-4.391,-10.938,-44.776
-8.6995,-1.404,-57.707,8.5057
-14.447,5.002,-30.132,44.913
-15.591,2.6988,4.4906,-7.006
-12.961,-2.9622,22.59,-35.832
-9.633,-3.1686,4.0871,10.707
-8.0172,-5.4169,3.2026,-10.661
-8.2077,-8.905,1.3613,-13.483
-8.3349,-4.3647,17.289,37.473
-4.2486,-5.9073,59.216,-31.671
5.4306,-5.9098,106.87,-9.5109
3.2088,-5.2539,-20.97,29.52
0.99125,-9.3358,-10.709,-6.1896
0.099349,-11.618,46.142,-34.526
-6.8453,-20.084,-32.301,-58.785
-9.9117,-18.042,27.54,-49.734
-12.248,-27.037,-62.184,-115.82
-54.832,-55.786,-371.31,-268.57
-81.885,-86.872,-260.81,-292.3
-77.971,-84.335,7.9736,-24.715
-60.927,-65.304,68.162,38.836
-17.727,-7.506,-31.775,55.888
-16.156,4.5375,13.926,52.999
-4.4669,7.7764,74.974,26.585
-12.967,13.328,-80.363,51.284
-18.288,9.9566,-47.068,13.608
-11.58,4.042,55.727,-25.46
-2.9456,-7.807,63.909,-9.2024
5.2807,-15.467,55.019,-22.251
10.158,-20.935,2.9366,-44.577
-2.0591,-18.466,-64.657,42.046
-10.288,-6.7613,8.4702,90.194
-10.655,2.0046,25.206,40.397
-6.0315,3.5545,39.548,-14.333
-6.7721,-4.8391,-17.086,-47.253
-12.578,-12.031,-24.633,2.1479
-16.446,0.43245,-19.972,116.8
1.0512,46.438,195.97,445.33
26.349,98.675,220.69,401.95
39.835,105.55,98.864,72.831
47.531,88.508,110.24,-32.146
4.1622,7.355,-1.6643,-62.163
-4.7687,-11.656,-3.6077,-74.92
-5.197,-20.091,24.596,-54.767
-10.891,-19.786,-13.78,2.2732
-12.852,-15.229,-34.465,22.984
-10.928,-11.08,2.8145,8.8214
-10.73,-7.0031,0.25039,23.174
-7.7302,-11.474,24.092,-50.35
-4.2454,-16.554,11.514,-58.901
-1.6152,-17.509,10.857,12.907
0.7352,-10.479,11.808,67.497
-6.9,-9.1508,-45.049,6.5775
-12.197,-11.86,-47.286,-19.169
-11.951,-9.6086,22.823,31.988
-6.6411,-3.2162,54.97,46.207
-12.045,17.93,-50.828,176.79
-28.544,50.765,-135.46,332.42
-34.763,73.744,-32.36,213.71
-20.565,67.088,106.34,-8.2426
-14.997,55.387,33.4,-30.404
-10.507,8.9207,4.9379,-52.511
-2.906,-3.8199,41.122,-49.939
-5.6302,-9.017,-31.632,-41.506
-13.725,-8.8165,-71.907,-17.033
-10.808,-3.7852,45.093,20.469
-7.2886,-2.8425,20.506,-5.5457
-10.7,-5.7104,-18.49,-57.428
-8.9288,-17.204,-15.86,-78.22
-6.192,-18.879,24.688,-11.035
-6.0556,-10.687,30.402,56.442
-3.0815,-4.0541,24.035,-5.1406
-6.9826,-2.7189,-23.176,-19.15
-10.919,-2.0941,-27.105,5.4626
-15.95,-5.5693,-23.012,-16.054
-14.654,-10.854,1.4718,-28.386
-21.953,-12.018,-82.634,0.031284
-34.301,-1.1726,-151.3,68.028
-24.849,7.7177,34.732,95.201
-45.382,23.559,-270.37,207.32
-76.329,51.014,-297.65,189.36
-86.849,37.071,-154.92,-111.67
-92.65,15.317,-67.64,-109.37
-17.191,4.0187,16.104,-52.884
-3.217,1.4754,57.183,-92.79
-2.6983,-11.326,-27.249,-87.78
-5.0871,-19.102,-39.231,-56.338
-4.8429,-16.373,5.6132,1.3105
-4.7104,-8.2427,74.887,8.7309
5.5872,-10.406,53.358,-79.931
6.3491,-13.426,-32.993,-25.453
1.2743,-7.7302,-48.07,38.917
-2.8835,0.64453,34.537,45.197
-9.0142,-0.81765,-2.5182,-22.918
-12.668,0.48534,-44.778,-5.4791
-4.1318,0.11373,83.885,-22.145
6.7817,-9.9196,89.189,-64.229
17.137,-11.633,97.432,-15.37
17.793,-5.2687,5.9328,45.544
6.7461,-9.6389,-53.512,-34.944
6.7017,-17.734,34.243,-93.695
22.973,-31.138,235.35,-191.35
67.869,-73.128,432.68,-358
73.575,-94.052,55.641,-159.32
48.908,-80.303,-154.92,80.861
-5.0704,-8.9744,-49.119,37.36
-10.676,-0.0031766,1.3196,4.5636
-8.4453,0.77098,36.386,-0.28634
-3.9422,4.8512,32.697,21.628
-1.7341,7.528,8.6002,-2.4745
-2.2038,7.1249,6.9566,-8.1025
-6.0818,3.3028,-9.7353,5.1398
-7.9585,2.946,-39.34,30.867
-7.1444,1.2224,29.471,-2.2443
-3.5245,-7.9576,26.15,-73.063
-6.3528,-7.9644,-20.283,-31.705
-6.1337,-10.02,-2.7854,-40.708
-12.654,-14.392,-45.542,-50.847
-13.736,-15.002,-4.0018,1.3146
-12.871,-14.224,24.564,-2.7368
-5.4375,-11.621,24.665,-16.132
-14.048,-6.4065,-37.219,35.197
-15.087,1.4796,3.1903,48.721
-14.849,4.4315,-22.599,11.957
-17.107,5.8736,-28.57,50.717
-8.1716,29.292,116.69,276.85
6.1018,70.848,157,371.46
18.832,88.254,74.711,147.46
25.574,83.666,-0.24821,30.455
-5.5937,17.195,-32.2,-8.0638
0.97983,8.2567,107.78,-0.37577
8.9594,4.4279,69.237,-23.038
4.8405,-3.8072,-63.322,-58.145
-5.118,-2.2258,-91.224,-7.489
-9.7865,-5.0256,-0.14387,-18.82
-6.7474,-15.387,51.243,-101.23
-10.519,-24.296,-38.753,-88.388
-12.778,-25.37,-14.434,-9.5706
-17.578,-18.067,-12.827,40.957
-14.802,-7.0292,11.564,52.621
-16.363,-4.2591,-16.28,-8.263
-14.888,1.1072,13.582,25.943
-12.649,-0.41886,-4.7708,-42.875
-12.938,-6.719,-22.478,-14.242
-15.491,2.1093,-54.916,99.31
-4.6096,6.2354,32.141,60.824
1.9445,6.2428,8.0048,100.22
-17.715,38.92,-171.23,375.12
-36.837,84.605,-115.27,401.42
-28.894,101.68,83.533,200.13
-27.924,85.028,11.355,-46.662
-7.2095,9.379,12.585,-57.186
-3.2952,-8.2362,32.793,-59.684
-7.0891,-6.9268,-19.63,24.97
-13,3.5322,-32.775,72.119
-9.7157,4.6874,28.831,-0.095686
-7.0562,-3.7178,53.011,-73.334
-6.7406,-10.04,13.411,-20.559
-13.771,-12.446,-46.031,-5.314
-13.32,-6.9822,4.4768,40.596
-15.107,-0.92048,7.3841,42.067
-9.9126,-5.4595,48.503,-33.517
-7.8462,-15.637,9.8759,-94.983
-5.2866,-14.696,29.951,-0.17148
-2.4521,-13.02,39.138,-17.889
-4.1012,-12.008,18.954,2.3557
-0.79505,3.5226,27.711,143.84
6.53,48.188,71.38,393.99
7.2199,80.478,89.05,246.28
10.725,67.442,27.441,-31.575
8.2407,49.777,21.647,-103.87
-4.2145,3.4493,5.0843,-39.372
-8.9746,0.12763,-28.088,-11.817
-18.644,-2.743,-73.469,-38.639
-28.27,-7.5046,-68.061,-49.383
-27.55,-5.8734,3.8273,8.4208
-24.28,-4.2212,26.553,15.773
-15.066,3.6002,45.542,28.647
-13.184,2.3476,-13.424,-18.448
-17.544,3.1548,-38.311,4.812
-14.312,-0.16108,41.867,6.9505
-12.599,-6.3657,3.4004,-7.9614
-10.74,-6.0549,50.107,14.7
-10.211,-8.2145,-11.62,-0.30612
-15.324,-18.702,-19.19,-73.336
-15.971,-21.145,21.22,-3.8238
-7.2651,-10.148,96.961,33.135
31.369,-3.2924,359.18,60.988
68.271,-9.5051,283.94,-107.2
74.949,-29.589,-40.742,-127.2
6.8129,-15.954,-19.678,-46.822
0.28824,-15.975,3.7926,-38.275
-3.7748,-10.888,-4.8309,40.571
-8.4075,-0.36315,-3.8862,64.225
-16.492,3.7095,-46.875,5.721
-23.195,0.19605,-55.017,-41.557
-24.746,-2.5503,-6.2615,21.107
-12.25,-4.1431,79.774,14.102
-16.069,-9.1001,-53.859,-21.34
-12.126,-9.0175,23.286,-0.28613
-7.8844,-6.4435,55.929,10.138
-5.4959,-5.8022,18.523,31.949
-11.281,-2.0674,-24.941,-6.0889
-5.7901,-0.75833,51.305,-8.238
-4.8555,-13.74,-17.672,-80.694
-5.2052,-22.512,2.3554,-48.652
-7.4355,-22.422,27.564,-12.682
3.3918,-21.564,153,-22.717
35.622,-15.994,341.66,-9.3966
71.421,-13.363,275.6,-4.8038
84.874,-10.635,137.74,9.4527
75.028,-5.8936,15.007,11.879
5.3618,-2.3077,-21.296,-1.8337
0.89912,5.2521,32.768,26.401
7.3995,5.8757,106.72,-36.837
17.851,-6.3125,87.643,-83.309
15.755,-19.11,-19.581,-60.986
14.308,-22.927,-5.256,-21.433
10.344,-20.1,10.14,3.7775
0.080847,-18.113,-53.281,-0.55726
-8.6941,-10.135,-29.789,42.893
-9.4066,-6.6573,-5.4527,-1.806
-16.717,-8.0399,-30.42,-32.083
-7.491,-11.555,76.24,-30.759
3.2165,-19.047,71.168,-59.302
9.0296,-21.314,27.802,-10.485
4.8643,-6.8668,-43.347,58.962
0.053612,-0.33881,1.5035,18.689
-7.3795,-0.74446,-42.059,45.469
-19.381,6.5175,-77.465,90.176
-11.744,40.431,100.42,377.41
5.7253,87.691,171.27,373.88
18.368,92.667,75.059,1.2634
29.324,70.455,57.847,-125.32
-0.4879,9.57,-16.68,-12.313
-3.315,7.9801,11.528,0.22708
2.37,1.1672,8.7695,-59.809
-0.84338,-3.1794,-28.127,-48.551
-5.1297,-5.1963,-23.98,-10.105
-5.5438,-5.1556,6.0023,6.7488
-4.3605,-4.9712,15.831,-19.908
-9.0756,-0.9327,-11.052,26.756
-12.775,3.0841,-57.206,34.251
-15.828,8.6693,-26.199,5.0602
-18.799,0.90131,18.478,-58.667
-21.82,-6.0281,-23.389,-39.847
-18.101,-15.068,-15.695,-29.643
-13.078,-20.251,-5.4294,-31.718
-3.2935,-20.576,34.355,0.051036
-5.6685,-20.038,-6.7451,-23.812
-7.4371,-22.132,17.872,-15.782
-4.4419,-17.978,80.604,-52.527
3.8159,-35.084,99.91,-209.66
45.078,-71.164,440.26,-336.74
71.786,-82.269,258.24,-83.73
58.645,-66.603,-40.359,85.373
-0.57485,-7.4513,-14.895,8.5942
-12.236,-5.8882,-31.769,-37.641
-14.079,-14.093,3.8214,-86.719
-7.1973,-16.85,95.2,-11.016
-0.052248,-12.923,60.225,-8.5325
-4.8998,-13.313,-49.898,-38.982
-9.9344,-7.1928,-34.017,9.4029
-19.223,-4.4881,-27.173,7.5787
-21.261,-6.9682,-2.8159,-9.0174
-21.01,-7.682,-27.74,9.4836
-8.6964,-7.5771,56.371,23.386
-3.7627,1.1963,10.565,39.505
-8.7408,-0.29382,-61.873,-9.9128
-4.1271,-1.1812,69.334,-4.9554
2.3422,-3.1804,88.479,9.7849
-23.842,-11.427,-216.01,-60.294
-62.731,-35.97,-370.87,-286.41
-75.576,-71.434,-109.75,-276.74
-72.452,-80.886,28.517,-54.174
-11.174,-18.444,40.504,-12.064
-1.3898,-10.051,41.395,-72.116
-3.4261,-12.85,-21.14,-54.126
-11.531,-13.41,-53.758,-23.088
-10.84,-12.557,17.256,-34.234
-10.941,-13.315,2.1648,-33.445
-9.593,-9.9574,-36.543,19.779
-2.9879,-1.2652,37.478,40.125
-3.4368,-5.5895,9.519,-55.209
3.4537,-14.157,62.797,-76.75
3.9088,-14.137,17.629,3.0854
-3.5612,-7.0159,-45.898,4.8499
-6.8428,-2.6561,-15.067,16.209
-7.1575,-7.3515,30.77,-46.181
-7.6619,-8.2593,2.8311,-35.246
-3.8223,-24.564,41.53,-162.96
14.987,-56.947,195.31,-282.23
37.33,-81.041,186.84,-161.05
50.713,-70.215,104.93,69.837
48.097,-45.558,28.575,58.699
-0.2069,3.6916,-3.6685,95.015
-11.554,12.297,-33.01,5.4623
-9.6591,1.1085,11.941,-87.361
-5.2107,-9.8867,52.92,-66.883
-1.0679,-18.012,63.679,-49.39
-7.077,-17.895,-60.257,-4.5931
-15.877,-11.888,-52.659,19.757
-12.567,-15.805,36.856,-48.218
-12.503,-15.21,-33.196,3.1902
-8.64,-4.5086,25.027,87.131
-6.6861,-3.5652,31.176,13.22
-9.0749,-0.35425,-29.152,38.788
0.059192,0.38968,67.106,23.883
3.9639,-8.7924,22.995,-64.179
-0.52453,-13.011,-36.722,-23.481
-9.4644,-9.3635,-65.477,26.475
-19.842,-11.674,-53.2,-29.322
-23.814,-15.625,-21.224,-12.884
-69.748,-11.616,-518.84,17.32
-113.84,-11.009,-374.81,-36.678
-93.9,-9.6727,90.071,-9.6386
-64.973,1.847,196.78,115.35
-12.296,4.8495,19.496,35.424
3.5191,1.1206,105.92,-11.552
8.4669,-0.28126,49.466,-10.471
-7.1537,-2.3257,-139.06,-1.0571
-21.833,-2.7388,-115.13,-17.057
-25.371,-3.5872,-17.115,-2.2625
-17.171,-6.0371,39.045,-5.0701
-14.187,-12.048,-14.609,-54.492
-20.42,-20.163,-88.048,-64.476
-18.322,-26.038,19.143,-16.95
-11.353,-16.317,37.289,92.522
-17.121,-3.7237,-55.014,78.434
-13.239,-4.2245,5.2853,-52.269
-2.3206,-10.415,100.44,-39.799
3.1951,-8.0834,64.498,54.234
4.6157,-10.05,2.4921,-1.5422
4.1815,-11.917,-22.078,-16.127
-0.037376,-12.752,-10.267,2.1816
-8.2022,-11.039,-60.502,-27.076
-33.663,-24.495,-248.91,-138.79
-71.02,-57.528,-335.23,-305.97
-71.795,-79.624,-32.548,-144.37
-54.511,-75.568,87.095,2.7243
-38.84,-60.596,55.253,-44.138
-8.8317,-12.557,-3.8556,-7.9075
-1.6807,-4.2532,53.693,0.27289
-0.32575,-2.8294,20.493,-18.003
-1.7423,-5.8399,-17.791,-29.028
-2.4954,-1.5028,-31.133,27.893
-12.063,-0.27168,-59.423,0.88448
-18.356,-0.70012,-29.515,19.351
-22.271,3.1756,-30.165,46.137
-23.75,6.5453,-24.041,31.801
-17.341,3.2254,51.193,-11.478
-9.3826,-4.62,20.372,-44.994
-14.518,-13.618,-58.309,-22.502
-9.1225,-17.656,49.206,-41.707
-8.7444,-21.908,14.248,-50.238
3.6479,-23.735,71.002,-15.345
22.024,-16.716,186.75,17.606
58.132,-12.707,390.87,-18.344
85.686,-10.687,294.69,16.788
93.105,-14.196,102.44,3.9203
80.073,-13.401,37.489,-90.4
1.436,-1.4814,-8.2802,42.238
-2.3731,2.16,48.852,-13.915
-2.2775,-0.50412,4.8161,-29.382
-1.7332,-0.13802,-0.84832,-8.0599
-3.5518,-4.3303,-11.887,-36.04
-0.85924,-6.5685,42.924,-7.0097
1.9283,-3.7176,57.96,23.119
-2.6579,-2.4631,-18.521,-3.922
-9.8933,-3.0175,-66.079,26.985
-10.738,-1.5869,12.892,3.7359
-11.134,-3.2012,3.0048,19.815
-4.7541,-1.1639,15.849,30.726
-5.517,-1.9429,-15.657,-50.405
-13.312,-7.381,-61.187,-45.945
-15.791,-11.738,6.5296,-27.424
12.106,-0.99314,252.01,121.34
48.335,26.559,382.71,183.62
65.35,39.987,161.34,105.46
65.181,35.536,-7.598,-55.366
-5.169,7.9012,-54.977,5.7849
-11.105,8.9553,15.85,13.997
-6.5311,9.1756,73.154,-15.23
1.8892,2.0058,44.895,-82.671
4.662,-5.9093,6.4562,-64.047
0.13485,-4.4965,-47.289,27.085
-5.8587,0.59984,-13.912,39.311
-9.8944,-4.6444,-25.464,-43.494
-14.924,-4.622,-25.957,-2.4271
-13.751,-2.4853,-11.233,14.659
-11.61,-5.0085,7.4753,-30.427
-16.525,-6.3355,-38.429,-20.127
-13.105,-10.592,21.196,-24.46
-0.67106,-18.205,59.972,-37.16
7.0385,-15.046,67.099,68.053
4.7516,14.868,-28.779,261.82
-29.344,71.123,-242.91,499.43
-51.533,104.64,-139.98,273.57
-55.265,89.059,-29.189,-53.859
-43.004,62.338,52.142,-78.524
-14.04,10.277,20.961,-15.99
-9.0088,4.5263,50.094,-3.0965
-4.6369,-0.86472,30.289,-65.986
-4.0756,-9.3607,-12.707,-84.446
-1.9434,-9.9065,17.886,-0.70038
2.8697,-6.8901,71.848,10.62
6.9164,-5.4728,48.501,-15.177
4.4622,-2.7972,4.2832,28.608
-3.9128,6.641,-13.674,83.836
-23.468,5.9324,-122.37,-6.9982
-31.016,0.44466,-40.19,-50.644
-29.045,-9.1942,5.6977,-32.852
-30.148,-18.578,-44.9,-41.092
-23.131,-20.559,-11.358,-18.346
-22.505,-15.574,-35.705,-8.8503
-20.185,-19.993,-25.195,-24.845
-23.637,-21.776,-50.852,-57.806
-23.966,-22.6,-35.557,-62.396
-52.421,-33.407,-291.2,-152.71
-75.845,-62.943,-217.09,-294.27
-61.154,-79.795,161.11,-125.22
-41.861,-74.585,89.045,-63.143
-5.4232,-13.712,50.449,-2.9715
-1.666,0.52446,19.211,1.5555
2.7535,7.3091,61.65,7.5322
6.8399,6.0424,27.601,-56.688
5.0475,0.42602,-15.859,-51.954
2.9826,-4.7192,-27.592,-33.187
-8.2774,-2.9435,-52.604,29.919
-18.536,5.5368,-44.756,58.636
-17.063,8.3162,12.05,13.027
-11.58,6.2104,62.342,-25.33
-6.5327,1.6405,-6.1972,7.095
-9.0057,4.837,-64.313,51.054
-12.935,0.78279,-48.724,-18.114
-18.953,-8.6233,-32.454,-28.504
-19.669,-12.467,-25.934,0.5147
-14.296,-13.337,33.998,-13.037
-7.9077,-14.632,37.87,12.654
-4.5071,-14.853,18.66,-26.37
0.79713,-15.129,13.442,11.779
-2.4416,-2.6019,-73.794,75.266
-17.854,7.7233,-132.23,77.495
-57.41,36.937,-290.35,261.61
-90.246,58.291,-216.1,222.97
-85.196,63.497,-5.6568,65.258
-71.489,55.547,29.822,-55.042
-18.855,14.942,15.856,9.881
-6.3618,15.543,66.843,37.543
-2.6935,13.123,22.037,-34.027
-5.2645,3.7189,-21.253,-77.003
-5.4401,-5.5823,-13.982,-53.523
-7.7575,-4.6841,-21.787,-8.2243
-5.8485,-4.8433,5.2478,-23.054
-5.0142,-9.6463,14.777,-35.11
-9.8285,-3.216,-22.471,35.374
-9.7456,3.0582,-4.1182,56.39
-16.52,2.6086,-13.718,-35.662
-14.207,-0.48985,-20.724,-45.76
-10.524,0.79117,30.096,23.986
-1.9932,3.2892,53.596,33.146
0.21297,2.4787,-24.287,23.822
-0.53268,0.39641,-1.1962,12.052
-6.6023,-6.6395,-21.789,-45.832
3.0446,-13.476,121.45,-38.087
-8.8801,-8.0811,-150.06,37.052
-73.359,-1.6652,-569.24,-19.748
-104.75,-7.364,-259.07,-61.904
-97.677,-23.01,60.045,-91.487
-22.493,-3.9914,2.2685,19.596
-17.819,5.9395,-9.8778,52.892
-15.256,2.7466,-6.1246,-31.742
-15.847,-4.1738,-25.16,-74.066
-13.495,-9.0007,17.008,-32.87
-8.7571,-7.86,39.286,20.43
-6.9333,-3.2754,0.22518,43.301
-9.0983,1.5742,-18.381,10.731
-14.396,-6.3727,-32.861,-40.698
-15.078,-13.835,-31.969,-54.006
-13.762,-13.863,13.766,3.7497
-14.54,-8.1387,20.277,27.602
-9.2131,-1.902,12.215,28.857
-12.714,-4.4146,-65.342,-29.338
-16.842,-13.215,-37.379,-64.611
-18.664,-17.23,-8.2291,-5.3198
-15.677,-11.664,37.289,20.323
-7.9109,-10.855,62.855,-5.614
-5.476,-6.3384,-22.946,41.858
-33.711,-2.292,-277.32,47.154
-79.122,5.5098,-410.01,34.628
-106.69,10.35,-209.98,42.977
-106.39,-0.66073,-36.491,-37.499
-19.889,-3.4427,29.525,-2.1879
-5.2777,-7.237,30.282,-44.69
-0.7613,-9.3236,-2.3369,-21.027
-3.4068,-4.594,-46.226,37.246
-5.2833,-0.6313,-31.006,31.176
-14.821,6.6113,-79.137,36.096
-25.694,7.9518,-90.51,17.729
-24.065,2.2757,-28.113,-38.608
-13.703,-7.5827,73.182,-52.857
-7.6882,-20.639,0.4622,-63.92
-1.291,-25.013,38.915,-46.275
1.3291,-25.178,23.052,16.523
-1.6892,-18.338,-6.0371,20.617
-5.2645,-16.729,0.47017,-29.837
-5.5537,-16.649,12.767,-40.546
-10.523,-0.096892,-6.6146,120.99
-17.623,51.883,-50.094,456.2
-16.365,92.32,34.626,318.83
-17.301,93.526,20.442,-4.9718
-16.13,79.94,19.398,-19.216
-4.312,12.702,38.653,-75.55
-8.8593,1.4907,-40.617,-9.15
-17.34,4.7329,-50.046,19.271
-17.002,-0.48626,14.633,-51.6
-16.493,-6.4277,2.8129,-33.504
-16.451,-7.5141,-11.792,-30.398
-9.8443,-16.108,20.734,-69.783
-7.5414,-21.231,7.0841,-45.834
-9.1564,-15.696,-8.1483,31.117
-9.7324,-7.2293,-12.535,36.968
-10.835,-3.1299,-29.873,-6.3825
-12.804,-0.17767,-10.956,-2.8201
-15.547,-0.068408,-17.418,-9.5877
-12.911,-1.8395,-0.55066,-11.241
-16.232,4.8118,8.1313,79.952
-28.899,27.733,-112.34,214.96
-32.046,68.586,-120.27,394.02
-28.57,85.301,-39.994,191.69
-17.1,71.882,90.657,20.444
-4.1498,13.589,39.001,-40.128
-2.5661,-3.799,25.832,-59.81
6.6512,-19.774,72.718,-127.33
4.524,-23.902,-8.7159,-35.531
-0.39854,-12.032,-23.211,95.903
-6.1341,0.070627,-30.608,61.444
-12.148,4.1493,35.326,9.0574
-12.742,1.6164,-14.795,-47.848
-18.792,-9.0923,-69.429,-62.352
-16.905,-19.563,6.0366,-59.453
-15.529,-18.98,21.766,24.206
-10.414,-15.9,34.423,11.149
-3.3139,-16.143,37.738,-45.484
-2.7201,-12.693,25.052,-42.799
-2.3284,-13.518,17.983,-22.972
-5.6856,-17.513,16.811,-88.573
-6.5789,-24.1,3.2431,-95.586
-0.5087,-40.583,79.6,-190.35
20.228,-61.269,200.19,-200.23
30.588,-70.602,114.94,-115.16
32.001,-65.162,36.478,-20.486
-1.1543,-12.837,-33.749,-13.052
-3.3856,-5.4594,24.062,-17.487
-9.5915,1.4877,-59.038,66.914
-26.547,6.1018,-125.62,24.326
-31.416,5.5277,-35.333,-27.958
-35.465,0.57934,-26.956,-28.214
-36.296,-2.5643,-10.483,-18.539
-26.663,-3.0052,21.098,8.3622
-26.073,-0.9147,-24.658,39.745
-25.788,4.5198,-11.883,25.849
-23.773,9.0711,-20.486,24.083
-25.532,6.4794,-34.479,16.664
-15.476,4.6765,46.003,21.488
-8.8193,2.759,53.082,33.058
-10.121,-4.5924,-31.576,-14.225
1.4773,-2.9453,130.4,55.097
54.896,-2.8642,454.75,-3.3603
82.286,-13.827,232.53,-63.422
78.755,-16.939,20.725,-33.139
3.422,-5.0685,-26.747,-8.7898
-3.812,-2.8785,2.9871,-19.278
-2.7381,-4.3315,-7.2155,-30.086
-8.7974,-9.497,-47.962,-51.496
-14.432,-5.0752,-45.123,20.624
-14.683,2.5636,10.605,28.958
-18.636,8.7497,-2.0918,35.769
-15.413,7.8141,0.92588,-25.971
-20.789,7.1553,-77.545,22.782
-17.419,4.4557,-8.728,4.7145
-7.1189,-4.8309,44.765,-70.038
-8.9491,-12.438,-27.717,-29.536
-5.1797,-17.625,27.998,-15.813
-0.62188,-27.332,62.681,-77.191
7.3577,-29.334,54.764,-53.097
14.234,-29.921,32.216,-28.932
16.705,-19.572,78.614,-1.9926
22.027,-24.411,126.23,-112.5
39.357,-50.66,187.46,-277.23
56.109,-84.256,225.56,-301.42
66.056,-92.353,172.02,-140.78
64.677,-82.974,87.15,-60.488
2.0612,-11.203,-50.649,35.382
-11.46,4.8062,-13.069,9.8483
-8.6314,-1.1049,37.273,-59.86
-5.9353,-8.0583,45.375,-51.851
-7.8488,-8.6951,20.908,5.8014
-5.0784,-4.0284,2.2948,24.75
-10.064,2.8295,-50.917,73.629
-2.9295,1.5044,56.32,-22.909
